error_group,target_gap,total_orders_before_target,avg_gap_before_target,recent_3_avg_gap,recent_5_avg_gap,last_gap_before_target,gap_trend,active_span_days,order_frequency,weekend_order_ratio,dow_variability
FN,23.294444444444444,37.12777777777778,8.412476968918979,7.841203703703704,7.699259259259259,7.722222222222222,0.32175925925370363,277.6,0.1404974315873553,0.2987660120572649,6.486111111111111
FP,8.322362869198312,30.810126582278482,10.55549335680984,13.10042194092827,12.519113924050632,13.747679324894515,1.542194092861322,293.9198312236287,0.10616904703613114,0.30954156781742725,6.491139240506329
TN,5.958510372406899,48.18295426143464,7.4179533834387925,6.911313838207115,6.8571190535699404,6.838540364908773,0.165666916617179,303.11572106973256,0.16744904396951935,0.29535503184497097,6.522119470132467
TP,25.34258142340169,30.827503015681543,10.314306283387573,14.348210695617208,13.348351427422596,15.45717732207479,2.640329714502211,287.4137515078408,0.10832718631479654,0.30523905105598353,6.4607961399276235
